project_id,bug_id,mutant_name,class,result
Csv,1,CSVFormat_Mutant_1.java,CSVFormat,survived
Csv,1,CSVFormat_Mutant_10.java,CSVFormat,survived
Csv,1,CSVFormat_Mutant_100.java,CSVFormat,build_failed
Csv,1,CSVFormat_Mutant_101.java,CSVFormat,killed
Csv,1,CSVFormat_Mutant_102.java,CSVFormat,build_failed
Csv,1,CSVFormat_Mutant_103.java,CSVFormat,killed
Csv,1,CSVFormat_Mutant_104.java,CSVFormat,build_failed
Csv,1,CSVFormat_Mutant_105.java,CSVFormat,build_failed
Csv,1,CSVFormat_Mutant_106.java,CSVFormat,survived
Csv,1,CSVFormat_Mutant_107.java,CSVFormat,build_failed
Csv,1,CSVFormat_Mutant_108.java,CSVFormat,killed
Csv,1,CSVFormat_Mutant_109.java,CSVFormat,survived
Csv,1,CSVFormat_Mutant_11.java,CSVFormat,killed
Csv,1,CSVFormat_Mutant_110.java,CSVFormat,build_failed
Csv,1,CSVFormat_Mutant_111.java,CSVFormat,survived
Csv,1,CSVFormat_Mutant_112.java,CSVFormat,survived
Csv,1,CSVFormat_Mutant_113.java,CSVFormat,survived
Csv,1,CSVFormat_Mutant_114.java,CSVFormat,survived
Csv,1,CSVFormat_Mutant_115.java,CSVFormat,survived
Csv,1,CSVFormat_Mutant_116.java,CSVFormat,survived
Csv,1,CSVFormat_Mutant_117.java,CSVFormat,survived
Csv,1,CSVFormat_Mutant_118.java,CSVFormat,survived
Csv,1,CSVFormat_Mutant_119.java,CSVFormat,survived
Csv,1,CSVFormat_Mutant_12.java,CSVFormat,build_failed
Csv,1,CSVFormat_Mutant_120.java,CSVFormat,survived
Csv,1,CSVFormat_Mutant_121.java,CSVFormat,survived
Csv,1,CSVFormat_Mutant_122.java,CSVFormat,survived
Csv,1,CSVFormat_Mutant_123.java,CSVFormat,survived
Csv,1,CSVFormat_Mutant_124.java,CSVFormat,survived
Csv,1,CSVFormat_Mutant_125.java,CSVFormat,survived
Csv,1,CSVFormat_Mutant_126.java,CSVFormat,survived
Csv,1,CSVFormat_Mutant_13.java,CSVFormat,killed
Csv,1,CSVFormat_Mutant_14.java,CSVFormat,killed
Csv,1,CSVFormat_Mutant_15.java,CSVFormat,survived
Csv,1,CSVFormat_Mutant_16.java,CSVFormat,build_failed
Csv,1,CSVFormat_Mutant_17.java,CSVFormat,killed
Csv,1,CSVFormat_Mutant_18.java,CSVFormat,survived
Csv,1,CSVFormat_Mutant_19.java,CSVFormat,build_failed
Csv,1,CSVFormat_Mutant_2.java,CSVFormat,build_failed
Csv,1,CSVFormat_Mutant_20.java,CSVFormat,killed
Csv,1,CSVFormat_Mutant_21.java,CSVFormat,survived
Csv,1,CSVFormat_Mutant_22.java,CSVFormat,build_failed
Csv,1,CSVFormat_Mutant_23.java,CSVFormat,killed
Csv,1,CSVFormat_Mutant_24.java,CSVFormat,killed
Csv,1,CSVFormat_Mutant_25.java,CSVFormat,killed
Csv,1,CSVFormat_Mutant_26.java,CSVFormat,survived
Csv,1,CSVFormat_Mutant_27.java,CSVFormat,build_failed
Csv,1,CSVFormat_Mutant_28.java,CSVFormat,survived
Csv,1,CSVFormat_Mutant_29.java,CSVFormat,build_failed
Csv,1,CSVFormat_Mutant_3.java,CSVFormat,build_failed
Csv,1,CSVFormat_Mutant_30.java,CSVFormat,build_failed
Csv,1,CSVFormat_Mutant_31.java,CSVFormat,build_failed
Csv,1,CSVFormat_Mutant_32.java,CSVFormat,build_failed
Csv,1,CSVFormat_Mutant_33.java,CSVFormat,build_failed
Csv,1,CSVFormat_Mutant_34.java,CSVFormat,build_failed
Csv,1,CSVFormat_Mutant_35.java,CSVFormat,build_failed
Csv,1,CSVFormat_Mutant_36.java,CSVFormat,build_failed
Csv,1,CSVFormat_Mutant_37.java,CSVFormat,build_failed
Csv,1,CSVFormat_Mutant_38.java,CSVFormat,killed
Csv,1,CSVFormat_Mutant_39.java,CSVFormat,killed
Csv,1,CSVFormat_Mutant_4.java,CSVFormat,build_failed
Csv,1,CSVFormat_Mutant_40.java,CSVFormat,killed
Csv,1,CSVFormat_Mutant_41.java,CSVFormat,killed
Csv,1,CSVFormat_Mutant_42.java,CSVFormat,killed
Csv,1,CSVFormat_Mutant_43.java,CSVFormat,killed
Csv,1,CSVFormat_Mutant_44.java,CSVFormat,killed
Csv,1,CSVFormat_Mutant_45.java,CSVFormat,killed
Csv,1,CSVFormat_Mutant_46.java,CSVFormat,build_failed
Csv,1,CSVFormat_Mutant_47.java,CSVFormat,killed
Csv,1,CSVFormat_Mutant_48.java,CSVFormat,build_failed
Csv,1,CSVFormat_Mutant_49.java,CSVFormat,killed
Csv,1,CSVFormat_Mutant_5.java,CSVFormat,build_failed
Csv,1,CSVFormat_Mutant_50.java,CSVFormat,killed
